"","hit","px","pz"
"999",2,-96.865,40.715
"1000",2,-96.56,35.255
"1001",2,-96.535,35.225
"1002",2,-100.365,47.065
"1003",3,-101.685,47.31
"1004",2,-90.915,39.65
"1005",2,-85.12,40.85
"1006",2,-99.95,40.12
"1007",2,-84.615,43.23
"1008",2,-96.77,44.015
"1009",2,-87.305,44.79
"1010",2,-95.15,38.8
"1011",2,-98.025,35.46
"1012",1,-104,41.54
"1013",1,-104.075,41.53
"1014",1,-103.995,41.54
"1015",1,-95.275,38.84
"1016",2,-87.66,31.525
"1017",2,-80.76,41.7
"1018",2,-101.05,38.405
"1019",0,-84.085,37.115
"1020",3,-98.035,39.2
"1021",0,-88.255,42.895
"1022",1,-95.275,45.165
"1023",2,-92.245,43.05
"1024",2,-84.07,38.7
"1025",3,-95.08,37.79
"1026",3,-80.685,41.135
"1027",3,-101.955,43.295
"1028",1,-82.975,33.125
"1029",3,-92.71,41.555
"1030",1,-88.1,40.745
"1031",3,-86.04,41.155
"1032",1,-86.225,40.685
"1033",3,-89.46,40.69
"1034",2,-75.275,40.26
"1035",2,-97.045,32.565
"1036",1,-99.875,42.65
"1037",2,-92.5,41.425
"1038",1,-87.795,38.81
"1039",1,-97.5,33.105
"1040",3,-96.79,46.94
"1041",1,-90.25,38.78
"1042",1,-97.31,32.38
"1043",2,-97.265,30.39
"1044",1,-69.61,44.31
"1045",1,-76.215,40.13
"1046",2,-100.82,39.325
"1047",2,-100.82,39.36
"1048",1,-98.525,42.035
"1049",4,-100.35,41.55
"1050",3,-99.62,40.4
"1051",3,-99.48,38.21
"1052",3,-98.52,39.04
"1053",1,-97.13,42.235
"1054",2,-95.175,35.715
"1055",2,-93.89,38.325
"1056",2,-94.19,38.34
"1057",2,-93.09,39.175
"1058",2,-92.085,39.17
"1059",2,-86.585,32.01
"1060",1,-84.75,33
"1061",1,-95.265,35.535
"1062",2,-96.395,35.295
"1063",2,-95.25,35.265
"1064",2,-93.6,35.56
"1065",2,-93.17,34.345
"1066",2,-92.005,33.15
"1067",2,-86.745,36.14
"1068",2,-85.94,35.575
"1069",2,-90.555,40.115
"1070",1,-88.41,40.86
"1071",1,-87.54,39.195
"1072",1,-87.36,41.525
"1073",2,-95.05,29.425
"1074",1,-95.22,29.425
"1075",2,-94.77,29.445
"1076",0,-94.43,29.545
"1077",3,-96.78,30.295
"1078",3,-96.8,30.385
"1079",2,-92.735,30.1
"1080",3,-96.6,33.35
"1081",3,-96.83,32.975
"1082",2,-96.935,34.635
"1083",4,-96.615,34.025
"1084",4,-96.4,33.98
"1085",2,-95.745,33.525
"1086",2,-99.02,34.865
"1087",0,-99.26,34.64
"1088",1,-95.415,34.03
"1089",2,-95.035,34.99
"1090",2,-95.495,34.91
"1091",1,-94.585,34.19
"1092",3,-90.775,35.915
"1093",2,-89.19,37.05
"1094",1,-90.955,33.09
"1095",2,-88.635,33.175
"1096",3,-89.46,32.005
"1097",3,-88.55,35.085
"1098",2,-83.84,32.515
"1099",2,-82.435,33.485
"1100",2,-81.39,33.93
"1101",1,-81.505,34.21
"1102",0,-83.575,31.2
"1103",1,-76.05,36.185
"1104",1,-80.71,36.15
"1105",1,-80.04,36.01
"1106",2,-94.075,34.925
"1107",2,-88.77,34.15
"1108",2,-85.075,36.1
"1109",3,-87.55,34.22
"1110",3,-86.655,34.395
"1111",3,-86.465,34.34
"1112",2,-84.935,34.48
"1113",2,-81.65,34.63
"1114",1,-83.18,31.515
"1115",3,-82.955,31.85
"1116",2,-82.565,36.3
"1117",4,-79.54,34.79
"1118",4,-80.1,34.68
"1119",2,-84.665,31.895
"1120",2,-102.275,42.42
"1121",4,-79.06,34.84
"1122",0,-119.915,45.455
"1123",2,-99.725,43.285
"1124",1,-95.86,36.52
"1125",2,-91.16,43.97
"1126",4,-90.13,44.02
"1127",1,-89.425,44.35
"1128",2,-89.2,44.15
"1129",2,-88.28,42.65
"1130",1,-97.825,42.01
"1131",3,-90.365,43.78
"1132",4,-102.34,33.81
"1133",4,-101.73,33.505
"1134",2,-102.05,33.915
"1135",2,-102.05,33.915
"1136",2,-101.915,33.64
"1137",1,-101.41,34.135
"1138",2,-100.755,34.705
"1139",1,-94.26,32.1
"1140",1,-97.095,39.305
"1141",1,-97.095,39.305
"1142",2,-98.315,35.465
"1143",2,-97.905,35.885
"1144",1,-94.96,35.57
"1145",3,-97.3,30.35
"1146",2,-96.64,31.975
"1147",2,-96.245,31.65
"1148",4,-96.8,40.88
"1149",1,-97.93,33.825
"1150",3,-97.675,40.51
"1151",1,-96.2,35.49
"1152",2,-95.275,32.375
"1153",3,-94.81,32.415
"1154",2,-94.85,32.715
"1155",1,-88.55,40.4
"1156",1,-89.23,31.375
"1157",2,-90.365,38.865
"1158",2,-96.24,40.59
"1159",1,-90.94,40.595
"1160",1,-102.29,35.695
"1161",1,-91.59,40.96
"1162",1,-94.315,32.525
"1163",3,-92.91,34.295
"1164",3,-92.45,35.195
"1165",1,-101.03,35.275
"1166",3,-100.985,35.07
"1167",0,-101.4,34.295
"1168",4,-101.175,34.57
"1169",1,-99.9,36.18
"1170",1,-97.105,37.195
"1171",1,-96.07,37.675
"1172",2,-95.7,37.405
"1173",2,-103.07,41.765
"1174",0,-102.09,39.575
"1175",0,-102.225,39.34
"1176",0,-101.89,39.665
"1177",1,-98.3,39.96
"1178",1,-99.585,41.44
"1179",4,-97.465,39.63
"1180",3,-97.525,39.6
"1181",2,-96.915,40.385
"1182",2,-94.285,39.9
"1183",2,-98.25,40.87
"1184",2,-97.04,40.755
"1185",5,-94.95,38.715
"1186",5,-95.05,38.665
"1187",1,-95.775,36.085
"1188",5,-94.5,38.93
"1189",2,-94.09,39.24
"1190",3,-95.38,38.515
"1191",3,-94.915,35.41
"1192",1,-94.775,46.385
"1193",4,-92.87,45.65
"1194",3,-91.415,37.585
"1195",2,-92.675,36.835
"1196",1,-90.62,37.12
"1197",3,-90.72,37.825
"1198",2,-90.035,38.475
"1199",4,-91.095,36.975
"1200",2,-90.915,41.575
"1201",2,-87.95,38.71
"1202",2,-89.79,37.4
"1203",2,-91.715,40.115
"1204",3,-89.25,37.6
"1205",3,-90.69,40.56
"1206",1,-90.075,36.125
"1207",2,-98.66,35.175
"1208",1,-90.735,37.775
"1209",1,-90.365,38.535
"1210",3,-96.95,31.91
"1211",2,-93.22,33.385
"1212",3,-91.79,33.635
"1213",2,-103.3,34.6
"1214",2,-102.465,34.805
"1215",3,-101.55,33.445
"1216",1,-99.045,34.265
"1217",4,-98.45,34.42
"1218",2,-97.13,34.925
"1219",0,-95.74,35.655
"1220",1,-96.375,34.875
"1221",2,-90.775,42.95
"1222",0,-95.085,40.945
"1223",1,-105.125,40.75
"1224",2,-104.875,40.51
"1225",2,-104.915,40.485
"1226",1,-97.435,40.965
"1227",2,-81.735,30.135
"1228",2,-90.46,39.76
"1229",2,-95.215,38.885
"1230",1,-96.825,35.915
"1231",1,-97.06,36.1
"1232",1,-95.195,36.44
"1233",1,-97.585,41.475
"1234",2,-92.4,35.335
"1235",2,-90.825,39.56
"1236",2,-90.195,39.73
"1237",4,-89.66,39.76
"1238",1,-88.25,45.935
"1239",1,-96.26,40.25
"1240",3,-99.025,39.8
"1241",2,-97.15,40.855
"1242",1,-96.365,41.265
"1243",1,-99.725,40.225
"1244",2,-95.075,42.75
"1245",2,-72.845,45.025
"1246",5,-96.79,46.885
"1247",5,-97.06,46.89
"1248",5,-96.5,46.875
"1249",3,-97.41,40.9
"1250",0,-97.135,37.85
"1251",1,-94.85,39
"1252",2,-94.49,39.125
"1253",1,-86.21,42.025
"1254",1,-97.825,40.215
"1255",0,-97.76,40.365
"1256",2,-89.095,32.795
"1257",3,-88.555,33.25
"1258",2,-88.63,31.64
"1259",1,-87.76,31.615
"1260",2,-86.49,32.2
"1261",2,-86.76,31.515
"1262",2,-87.325,31.475
"1263",1,-86.425,32.05
"1264",2,-86.625,31.81
"1265",2,-86.935,31.45
"1266",0,-86.055,32.175
"1267",2,-86.665,31.505
"1268",2,-85.57,31.885
"1269",2,-91.735,45.6
"1270",1,-84.95,45.465
"1271",2,-83.89,45.23
"1272",2,-84.535,41.46
"1273",4,-83.425,42.52
"1274",1,-75.175,38.475
"1275",2,-101.655,40.13
"1276",1,-95,36.515
"1277",2,-96.435,32.1
"1278",4,-96.7,35.115
"1279",2,-68.26,45.8
"1280",0,-86.795,32.46
"1281",1,-90.475,43.665
"1282",2,-83.975,43.05
"1283",3,-108.11,32.665
"1284",3,-91.78,30.56
"1285",3,-94.935,30.25
"1286",2,-92.225,31.215
"1287",2,-91.01,29.93
"1288",2,-93.615,32.465
"1289",1,-92.625,30.175
"1290",3,-91.685,30.985
"1291",3,-92.57,31.34
"1292",3,-93.905,29.96
"1293",3,-90.115,33.4
"1294",1,-91.125,31.885
"1295",4,-93.805,30.035
"1296",3,-92.135,30.36
"1297",1,-88.9,32.85
"1298",2,-86.995,35.225
"1299",1,-88.065,33.155
"1300",1,-86.545,33.215
"1301",1,-84.725,31.42
"1302",3,-77.375,35.85
"1303",3,-89.5,33.45
"1304",2,-88.59,33.21
"1305",4,-87.24,33.915
"1306",1,-86.975,34.125
"1307",1,-90.65,30.65
"1308",2,-88.25,34.775
"1309",2,-89.04,31.755
"1310",2,-87.81,34.505
"1311",3,-88.705,31.985
"1312",1,-87.74,32.8
"1313",1,-87.505,33.41
"1314",1,-87.145,32.475
"1315",2,-89.84,31.225
"1316",2,-86.735,33.615
"1317",2,-84.785,36.345
"1318",2,-85.15,34.51
"1319",4,-86.37,34.125
"1320",1,-76.15,40.695
"1321",2,-90.325,37.69
"1322",3,-89.645,38.02
"1323",3,-89.65,37.95
"1324",2,-88.975,38.425
"1325",4,-88.93,38.315
"1326",2,-89.45,37.91
"1327",3,-89.7,37.85
"1328",2,-88.91,38.34
"1329",5,-89.2,38.09
"1330",4,-89.25,37.79
"1331",2,-89.745,37.46
"1332",3,-88.49,38.59
"1333",3,-88.015,38.955
"1334",3,-88.25,38.225
"1335",1,-87.775,39.915
"1336",4,-93.135,33.435
"1337",3,-91.935,34.405
"1338",2,-94.035,37.41
"1339",1,-95.945,32.715
"1340",2,-86.05,31.775
"1341",3,-90.125,32.35
"1342",3,-89.7,32.35
"1343",2,-89.525,30.925
"1344",2,-91.165,32.915
"1345",2,-91.185,32.91
"1346",2,-91.15,32.925
"1347",1,-89.79,32.85
"1348",1,-89.05,32.59
"1349",2,-88.675,30.535
"1350",3,-88.715,31.465
"1351",2,-88.325,31.89
"1352",1,-85.95,32.315
"1353",2,-86.715,30.75
"1354",1,-102.875,31.75
"1355",1,-99.34,33.54
"1356",1,-102.265,33.28
"1357",0,-101.925,33.375
"1358",0,-102.035,33.345
"1359",2,-95.665,42.79
"1360",1,-98.21,34.85
"1361",3,-98.365,33.925
"1362",3,-97.81,33.76
"1363",1,-95.86,40.73
"1364",1,-95.95,42.815
"1365",3,-89.5,38.635
"1366",0,-89.79,37.935
"1367",3,-89.19,38
"1368",1,-88.275,40.605
"1369",2,-87.405,34.76
"1370",2,-87.215,34.81
"1371",2,-86.94,34.86
"1372",1,-86.81,34.29
"1373",2,-86.86,34.335
"1374",3,-86.1,34.425
"1375",1,-83.585,31.205
"1376",1,-94.705,31.22
"1377",3,-81.275,29.875
"1378",3,-80.45,27.475
"1379",1,-99.725,32.225
"1380",1,-97.7,33.775
"1381",2,-96.915,32.37
"1382",1,-82.085,26.635
"1383",2,-80.5,33.6
"1384",2,-90.925,32.975
"1385",2,-91.225,32.825
"1386",2,-90.78,33.03
"1387",2,-90.725,32.96
"1388",2,-96.45,33.2
"1389",2,-101.19,39.865
"1390",3,-98.575,31.925
"1391",1,-86.685,33.015
"1392",2,-95.085,31.98
"1393",2,-98.79,29.425
"1394",1,-97.965,29.93
"1395",1,-97.485,30.64
"1396",3,-94.725,32.46
"1397",2,-94.4,33
"1398",2,-98.505,29.72
"1399",1,-94.8,31.235
"1400",2,-94.205,32.585
"1401",1,-89.375,38.45
"1402",2,-89.965,38.695
"1403",1,-87.75,38.66
"1404",2,-87.575,39.575
"1405",2,-87.59,39.56
"1406",2,-87.515,39.585
"1407",0,-102.485,33.45
"1408",0,-100.91,32.93
"1409",2,-87.95,45.365
"1410",2,-82.885,39.6
"1411",1,-121.435,41.925
"1412",3,-92.475,44.885
"1413",3,-92.86,45.06
"1414",3,-92.385,44.795
"1415",0,-92.07,46.84
"1416",1,-101.935,33.63
"1417",3,-99.715,47.99
"1418",1,-90.59,38.895
"1419",2,-90.125,42.725
"1420",0,-85.2,42.225
"1421",2,-95.195,38.755
"1422",2,-94.475,37.965
"1423",0,-90.6,38.915
"1424",2,-122.865,38.34
"1425",2,-102.98,41.77
"1426",2,-94.44,45.6
"1427",5,-92,44.975
"1428",4,-91.36,44.965
"1429",3,-91.12,44.96
"1430",4,-90.67,44.835
"1431",2,-90.965,45.625
"1432",1,-99.06,37.66
"1433",2,-104.635,40.085
"1434",4,-96.935,37.84
"1435",1,-103.54,41.935
"1436",2,-95.96,39.03
"1437",2,-86.635,40.75
"1438",2,-83.79,40.125
"1439",2,-74.675,40.165
"1440",2,-93.565,38.965
"1441",0,-94.925,38.72
"1442",0,-95.895,37.835
"1443",1,-102.55,34.765
"1444",1,-82.15,41.3
"1445",2,-100.5,37.21
"1446",1,-90.325,44.95
"1447",1,-94.45,43.715
"1448",2,-86.045,41.75
"1449",1,-84.725,41.75
"1450",2,-100.265,40.23
"1451",1,-101.75,36.525
"1452",0,-103.32,41.23
"1453",2,-102.6,41.04
"1454",1,-67.615,44.6
"1455",1,-68.65,44.905
"1456",2,-96.66,40.225
"1457",0,-96.485,32.965
"1458",1,-104.755,43.83
"1459",2,-88.165,38.525
"1460",2,-84.54,39.09
"1461",2,-84.54,39.09
"1462",2,-84.53,39.08
"1463",3,-88.125,39.465
"1464",1,-94.38,37.87
"1465",2,-75.03,39.95
"1466",1,-74.54,39.965
"1467",3,-94.585,40.95
"1468",0,-102.41,35.5
"1469",1,-107.225,42.4
"1470",3,-101.915,38.845
"1471",2,-82.335,40.075
"1472",2,-82.135,40.095
"1473",2,-81.5,40.28
"1474",2,-90.94,42.305
"1475",1,-86.595,41.335
"1476",0,-97.465,32.295
"1477",2,-94.96,42.625
"1478",2,-96.605,32.92
"1479",1,-72.65,42.7
"1480",2,-88.77,41.635
"1481",1,-87.725,40
"1482",2,-68.415,47
"1483",1,-93.185,43.785
"1484",0,-71.065,41.92
"1485",1,-101.7,36.6
"1486",2,-93.965,37.815
"1487",2,-89.025,34.46
"1488",3,-94.425,40.435
"1489",2,-88.67,42.4
"1490",2,-92.705,45.02
"1491",3,-80.56,26.925
"1492",3,-82.605,27.525
"1493",2,-93.375,32.685
"1494",1,-92.75,35.255
"1495",2,-90.275,31.215
"1496",2,-99.585,34.575
"1497",2,-98.725,33.425
"1498",2,-98.4,34.895
"1499",1,-98.585,32.55
"1500",2,-98.575,33.925
"1501",3,-98.825,34.315
"1502",3,-97.51,36.575
"1503",2,-97.145,34.5
"1504",2,-96.89,34.84
"1505",1,-96.625,33.895
"1506",3,-96.55,35.24
"1507",1,-96.725,37.11
"1508",1,-95.025,36.715
"1509",3,-94.395,37.815
"1510",1,-93.005,40.485
"1511",2,-92.965,37.515
"1512",2,-93.36,40.135
"1513",2,-93.915,40.235
"1514",2,-93.225,34.32
"1515",1,-90.65,32.11
"1516",2,-90.705,32.95
"1517",1,-90.85,32.28
"1518",2,-88.16,34.545
"1519",3,-88.8,34.5
"1520",2,-89.76,32.31
"1521",2,-88.375,35.25
"1522",3,-86.56,37.415
"1523",1,-80.86,35.965
"1524",1,-83.165,31.05
"1525",1,-94.435,37.09
"1526",1,-96.625,35.5
"1527",1,-93.775,37.55
"1528",4,-90.375,38.6
"1529",4,-90.39,38.6
"1530",4,-90.165,38.66
"1531",1,-89.15,38.44
"1532",3,-87.385,38.775
"1533",3,-83.6,39.08
"1534",2,-89.61,32.105
"1535",2,-91.495,35.795
"1536",2,-92.8,34.65
"1537",2,-91.785,36.525
"1538",2,-91.825,36.485
"1539",2,-91.76,36.54
"1540",3,-92.07,35.09
"1541",2,-89.975,38.05
"1542",1,-89.625,38.35
"1543",2,-96.325,33.505
"1544",2,-96.325,33.505
"1545",2,-94.2,31.925
"1546",2,-85.86,31.35
"1547",0,-98.285,35.115
"1548",2,-97.105,34.2
"1549",2,-98.625,35.6
"1550",2,-90.605,39.915
"1551",3,-85.85,36.34
"1552",2,-97.015,36.315
"1553",3,-96.465,36.11
"1554",3,-97.075,33.7
"1555",3,-96.715,33.95
"1556",4,-97.175,31.915
"1557",1,-95.595,30.125
"1558",2,-83.46,32.835
"1559",2,-92.87,32.05
"1560",1,-93.335,32.36
"1561",2,-99.445,29.35
"1562",2,-99.65,29.2
"1563",2,-96.56,39.735
"1564",1,-98.175,39.9
"1565",1,-98.2,39.81
"1566",1,-97.995,40.09
"1567",1,-98.475,40.84
"1568",1,-98.58,38.325
"1569",1,-98.58,38.325
"1570",1,-97.625,41.495
"1571",2,-98.395,37.805
"1572",1,-99.18,36.115
"1573",2,-97.34,39.25
"1574",1,-98.395,37.825
"1575",1,-96.635,40.185
"1576",2,-99.46,35.25
"1577",1,-96.21,39.02
"1578",2,-95.725,39.75
"1579",2,-97.285,36.835
"1580",1,-95.1,41.2
"1581",1,-94.86,40.425
"1582",2,-94.885,41.725
"1583",2,-94.36,41.225
"1584",2,-94.46,41.305
"1585",2,-94.29,42
"1586",2,-88.795,44.525
"1587",1,-103.62,31.36
"1588",1,-103.06,34.115
"1589",1,-96.435,36.45
"1590",1,-96.315,36.555
"1591",1,-95.55,37.36
"1592",3,-94.935,36.515
"1593",2,-95.74,36.525
"1594",3,-95.685,36.535
"1595",1,-92.56,41.725
"1596",3,-91.94,41.24
"1597",4,-96.55,34.65
"1598",3,-91.725,41.01
"1599",1,-90.175,38.465
"1600",4,-94.355,41.715
"1601",1,-99.665,32.45
"1602",1,-99.615,32.365
"1603",3,-97.67,30.35
"1604",2,-98.355,28.405
"1605",2,-93.28,42.785
"1606",2,-98.075,28.075
"1607",2,-98.095,28.1
"1608",3,-96.49,30.835
"1609",2,-88.01,44.5
"1610",2,-86.96,33.2
"1611",3,-86.885,33.395
"1612",2,-97.785,36.745
"1613",3,-95.3,39.69
"1614",2,-90.75,42.815
"1615",1,-98.69,34.815
"1616",1,-96.705,40.19
"1617",4,-93.025,40.785
"1618",1,-93.7,40.495
"1619",3,-94.745,29.4
"1620",2,-99.645,35.5
"1621",2,-98.985,35.565
"1622",2,-95.69,40.71
"1623",0,-97.175,42.73
"1624",3,-91.15,44.325
"1625",3,-97.425,34.325
"1626",2,-105.565,44.305
"1627",2,-94.875,43.185
"1628",2,-99.16,41.425
"1629",2,-99.635,38.635
"1630",1,-100.425,39.42
"1631",2,-100.065,39.235
"1632",2,-97.375,42.775
"1633",2,-93.305,42.135
"1634",1,-97.175,29.82
"1635",2,-96.435,46.785
"1636",1,-95.32,47.59
"1637",1,-92.135,30.06
"1638",3,-80.225,25.805
"1639",2,-80.14,26.97
"1640",1,-92.885,43.75
"1641",2,-107.525,44.565
"1642",1,-105.2,48.14
"1643",1,-99.505,40.975
"1644",1,-78.825,38.11
"1645",1,-83.54,33.05
"1646",1,-77.29,39.255
"1647",1,-96.51,40.43
"1648",2,-95.37,45.735
"1649",2,-89.35,43.905
"1650",1,-101.78,35.965
"1651",2,-89.59,39.325
"1652",2,-90.255,41.64
"1653",2,-92.74,47.77
"1654",1,-92.7,45.8
"1655",0,-102.07,35.8
"1656",1,-94.525,40.19
"1657",2,-93.685,40.345
"1658",2,-90.065,41.965
"1659",4,-92.62,37.39
"1660",1,-90.7,40.025
"1661",2,-90.59,40.925
"1662",2,-90.27,41.24
"1663",2,-89.625,41.185
"1664",2,-89.08,41.335
"1665",2,-87.885,42
"1666",1,-87.94,42.19
"1667",3,-90.015,35.69
"1668",3,-90.225,35.66
"1669",1,-88.025,42.715
"1670",3,-89.94,35.75
"1671",1,-88.315,41.665
"1672",2,-95.15,37.085
"1673",4,-95.115,37.06
"1674",4,-95.175,36.985
"1675",4,-95.19,36.925
"1676",1,-92.765,39.385
"1677",2,-92.585,39.055
"1678",2,-90.525,40.51
"1679",1,-91.77,38.385
"1680",3,-78.24,37.885
"1681",1,-97.33,32.55
"1682",3,-96.5,32.95
"1683",2,-96.215,33.825
"1684",2,-81.12,41.375
"1685",1,-85.74,41.94
"1686",2,-89.71,39.035
"1687",2,-98.975,29.99
"1688",3,-95.715,32.175
"1689",3,-94.3,32.43
"1690",1,-90.045,32.125
"1691",1,-93.125,37.465
"1692",1,-94.89,40.275
"1693",0,-93.725,32.495
"1694",1,-92.41,35.205
"1695",2,-90.775,29.815
"1696",1,-89.775,32.445
"1697",1,-91.54,35.335
"1698",1,-94.8,36.925
"1699",2,-90.475,37.735
"1700",3,-91.3,35.375
"1701",2,-88.85,38.075
"1702",2,-95.765,29.785
"1703",1,-91.9,30.25
"1704",2,-85.79,30.185
"1705",1,-80.715,35.315
"1706",1,-98.295,35.765
"1707",2,-99.71,36.385
"1708",2,-87.26,31.615
"1709",2,-91.315,40.72
"1710",2,-89.9,38.31
"1711",2,-86.725,35.485
"1712",2,-81.915,34.435
"1713",1,-80.2,36.29
"1714",2,-81.4,34.26
"1715",3,-102.265,34.375
"1716",1,-93.665,34.5
"1717",3,-94.165,35.495
"1718",3,-94.59,38.64
"1719",3,-94.635,38.605
"1720",3,-94.575,38.665
"1721",1,-89.605,40.35
"1722",3,-92.29,42.415
"1723",3,-94.18,40.36
"1724",2,-93.235,40.85
"1725",2,-93.135,40.5
"1726",3,-95.225,38.53
"1727",2,-97.055,37.635
"1728",1,-91.7,40.89
"1729",2,-95.175,36.615
"1730",2,-88.495,39
"1731",3,-105.05,41.015
"1732",2,-102.125,31.13
"1733",1,-99.84,31.38
"1734",3,-98.305,35.26
"1735",3,-97.53,37.735
"1736",2,-97.935,35.185
"1737",2,-97.835,35.2
"1738",3,-97.925,35.235
"1739",3,-97.475,35.475
"1740",2,-97.55,35.35
"1741",2,-97.515,35.325
"1742",2,-96.5,35.385
"1743",2,-92.7,30.35
"1744",1,-91.915,29.95
"1745",2,-98.3,34.4
"1746",3,-97.38,32.835
"1747",2,-97.365,35.155
"1748",3,-96.715,34.91
"1749",3,-97.585,35.545
"1750",4,-96.765,35
"1751",4,-95.56,34.2
"1752",2,-94.14,32.55
"1753",1,-88.135,30.89
"1754",3,-97.45,34.8
"1755",3,-96.715,35.54
"1756",5,-96.5,35.665
"1757",2,-95.755,34.935
"1758",2,-95.635,35.775
"1759",2,-94.87,36.825
"1760",2,-94.675,42.01
"1761",2,-97.135,34.6
"1762",4,-95.06,35.165
"1763",2,-95.425,35.36
"1764",2,-95.385,35.955
"1765",3,-94.455,35.405
"1766",4,-94.525,35.415
"1767",1,-94.9,35.915
"1768",2,-95.06,36.535
"1769",2,-94.1,35.91
"1770",3,-94.74,35.35
"1771",2,-93.8,36.135
"1772",2,-92.72,36.94
"1773",3,-92.425,35.21
"1774",2,-92.44,35.485
"1775",1,-92.315,34.735
"1776",2,-92.255,34.59
"1777",2,-92.125,33.92
"1778",1,-90.065,39.5
"1779",1,-90.07,31.105
"1780",2,-91.81,35.19
"1781",1,-90.015,35.925
"1782",2,-88.15,39.6
"1783",1,-78.215,34.935
"1784",1,-97.025,39.515
"1785",2,-92.515,40.24
"1786",1,-94.555,36.2
"1787",1,-102.365,39.56
"1788",1,-99.83,39.25
"1789",2,-93.3,35.54
"1790",1,-92.645,35.385
"1791",4,-96.14,39.165
"1792",4,-95.69,39.205
"1793",3,-95.325,39.225
"1794",1,-95.525,36.445
"1795",3,-95.11,39.27
"1796",2,-95.7,39.135
"1797",2,-96.565,33.64
"1798",2,-96.06,33.13
"1799",1,-96.17,33.635
"1800",1,-96.1,38.835
"1801",3,-100.835,33.765
"1802",1,-98.785,38.875
"1803",0,-96.125,39.745
"1804",2,-88.705,40.24
"1805",2,-88.425,40.335
"1806",2,-93.535,33.535
"1807",1,-91.51,39.18
"1808",0,-97.55,33.25
"1809",1,-99.925,40.84
"1810",2,-84.275,42.25
"1811",2,-97.8,42.28
"1812",1,-99.455,41.6
"1813",1,-102.975,39.32
"1814",3,-103.18,41.265
"1815",1,-90.96,40.055
"1816",2,-89.925,39.835
"1817",2,-88.235,39.965
"1818",1,-84.825,43.24
"1819",2,-75.545,40.36
"1820",3,-73.805,42.86
"1821",3,-102.61,41.115
"1822",3,-102.38,40.785
"1823",2,-91.455,44.55
"1824",3,-87.785,37.7
"1825",2,-94.635,39.825
"1826",1,-94.87,40.11
"1827",2,-90.075,38.825
"1828",1,-88.01,41.375
"1829",2,-97.2,46.95
"1830",1,-95.16,42.695
"1831",2,-75.28,39.745
"1832",1,-91.35,34.125
"1833",2,-100.175,43.92
"1834",3,-99.1,41.685
"1835",3,-94.785,36.935
"1836",1,-88.85,43.285
"1837",2,-83.13,40.5
"1838",2,-100.885,44.4
"1839",1,-67.92,46.895
"1840",3,-79.905,32.79
"1841",1,-78.475,34.64
"1842",2,-98.915,31.79
"1843",2,-97.525,28.025
"1844",2,-97.405,27.745
"1845",1,-96.885,29.665
"1846",1,-95.83,29.78
"1847",2,-91.7,38.225
"1848",2,-90.065,44.765
"1849",2,-91.385,42.52
"1850",2,-92.56,37.59
"1851",1,-91.785,37.965
"1852",2,-89.305,42.805
"1853",2,-97.11,37.545
"1854",2,-96.36,37.41
"1855",1,-95.04,40.755
"1856",2,-87.26,30.635
"1857",2,-93.985,39.325
"1858",3,-97.275,35.6
"1859",3,-96.46,35.14
"1860",2,-97.05,35.355
"1861",2,-94.675,37.19
"1862",2,-89.765,31.43
"1863",2,-89.86,31.765
"1864",2,-83.8,32.215
"1865",2,-83.795,32.815
"1866",2,-85.2,32.305
"1867",1,-88.14,40.49
"1868",2,-87.64,41.94
"1869",2,-86.7,41.8
"1870",0,-88.11,40.1
"1871",2,-91.05,35.56
"1872",1,-91.7,34.8
"1873",2,-95.805,34.015
"1874",2,-92.72,38.325
"1875",1,-89.23,39.18
"1876",2,-88.885,38.14
"1877",2,-88.895,38.125
"1878",2,-89.86,37.885
"1879",2,-88.49,37.81
"1880",3,-88.35,39.04
"1881",1,-88.255,38.7
"1882",2,-88.005,39.86
"1883",2,-86.605,40.4
"1884",1,-86.835,38.225
"1885",1,-90.82,34.015
"1886",3,-87.725,33.86
"1887",3,-86.655,34.325
"1888",2,-85.165,34.915
"1889",1,-93.955,36.465
"1890",2,-93.99,34.64
"1891",2,-93.56,35.54
"1892",2,-93.14,36.385
"1893",1,-93.56,36.635
"1894",2,-93.25,36.67
"1895",2,-92.35,35.035
"1896",2,-94.44,36.96
"1897",1,-92.7,36.275
"1898",2,-91.975,36.7
"1899",2,-92.715,35.835
"1900",1,-93.29,37.125
"1901",1,-92.475,34.305
"1902",3,-91.285,35.305
"1903",1,-90.855,35.525
"1904",3,-85.835,35.61
"1905",2,-100.26,32.4
"1906",1,-97.415,32.36
"1907",2,-93.425,30.71
"1908",1,-87.45,31.04
"1909",2,-97.845,35.74
"1910",2,-95.98,36.775
"1911",3,-95.595,35.385
"1912",2,-95.365,33.05
"1913",2,-95.495,33.035
"1914",3,-95.15,33.205
"1915",3,-96.815,32.215
"1916",3,-96.765,36.795
"1917",3,-94.465,31.725
"1918",1,-90.795,31.185
"1919",2,-95.395,32.695
"1920",1,-92.385,30.35
"1921",2,-91.875,30.925
"1922",3,-85.005,32.44
"1923",3,-85.005,32.44
"1924",3,-84.955,32.485
"1925",1,-81.975,30.83
"1926",2,-83.875,31.58
"1927",2,-98.51,33.965
"1928",2,-90.315,30.765
"1929",1,-85.6,31.735
"1930",2,-84.765,32.065
"1931",2,-81.4,29.8
"1932",1,-97.285,31.78
