"","ab_id","px","pz","des","pitch_id","id","type","stand","batter","hit"
"1",53332,0.245,2.716,"In play, out(s)",200657,65,"X","R",425509,0
"2",60489,0.257,2.096,"Foul",227136,314,"S","R",425509,0
"3",60489,-0.047,2.432,"In play, out(s)",227138,316,"X","R",425509,0
"4",60518,0.9,2.1,"In play, out(s)",227253,469,"X","R",425509,0
"5",133025,0.13,2.434,"In play, no out",500402,535,"X","R",425509,1
"6",176646,0.313,2.766,"In play, out(s)",665219,84,"X","R",425509,0
"7",193613,-0.899,3.509,"In play, out(s)",729582,490,"X","R",425509,0
"8",194315,1.554,2.918,"Foul",732304,32,"S","R",425509,0
"9",265004,-0.116,2.8,"In play, no out",1000277,620,"X","R",425509,1
"10",265034,-0.03,3.307,"In play, out(s)",1000383,315,"X","R",425509,0
"11",265634,0.15,3.037,"In play, no out",1002594,417,"X","R",425509,1
"12",265657,-0.875,2.099,"Foul",1002662,59,"S","R",425509,0
"13",265657,0.066,2.116,"Foul",1002664,61,"S","R",425509,0
"14",265695,-0.974,1.884,"Foul",1002823,301,"S","R",425509,0
"15",265695,0.318,2.27,"Foul",1002825,303,"S","R",425509,0
"16",265695,0.494,1.648,"Swinging Strike",1002826,304,"S","R",425509,0
"17",266912,-0.52,2.195,"In play, no out",1007459,549,"X","R",425509,1
"18",268066,0.155,2.186,"In play, out(s)",1011706,166,"X","R",425509,0
"19",268092,0.358,2.434,"Foul",1011796,580,"S","R",425509,0
"20",268092,-0.946,1.451,"Swinging Strike",1011798,582,"S","R",425509,0
"21",269066,0.073,2.719,"Foul",1015484,339,"S","R",425509,0
"22",269066,1.207,2.157,"In play, no out",1015486,341,"X","R",425509,1
"23",270566,-0.679,2.027,"In play, no out",1021078,566,"X","R",425509,1
"24",270598,0.27,2.474,"In play, out(s)",1021219,269,"X","R",425509,0
"25",270607,0.946,1.942,"Foul",1021249,667,"S","R",425509,0
"26",270607,-0.216,1.715,"Swinging Strike",1021250,668,"S","R",425509,0
"27",270607,0.211,2.414,"Swinging Strike",1021252,674,"S","R",425509,0
"28",273752,0.371,2.508,"In play, no out",1033127,66,"X","R",425509,1
"29",273785,-0.315,1.88,"Foul",1033256,198,"S","R",425509,0
"30",273785,0.468,2.797,"Foul",1033258,200,"S","R",425509,0
"31",273785,0.104,1.836,"Foul",1033260,202,"S","R",425509,0
"32",273813,0.46,1.414,"In play, out(s)",1033358,314,"X","R",425509,0
"33",276464,0.502,1.837,"Swinging Strike",1043238,45,"S","R",425509,0
"34",276464,1.532,2.603,"Foul",1043240,47,"S","R",425509,0
"35",277568,-0.632,2.352,"Foul",1047428,454,"S","R",425509,0
"36",277568,-0.481,3.453,"Swinging Strike",1047429,455,"S","R",425509,0
"37",277568,-1.168,2.296,"Foul",1047431,457,"S","R",425509,0
"38",277568,0.899,1.175,"Foul",1047432,458,"S","R",425509,0
"39",277568,-0.034,3.14,"Foul",1047433,459,"S","R",425509,0
"40",277568,-0.268,2.885,"In play, out(s)",1047434,460,"X","R",425509,0
"41",283442,1.183,2.198,"Foul",1069639,51,"S","R",425509,0
"42",284119,0.665,2.916,"In play, no out",1072233,300,"X","R",425509,1
"43",287546,-0.431,2.522,"Foul",1085597,137,"S","R",425509,0
"44",288576,0.869,2.161,"In play, no out",1089565,163,"X","R",425509,1
"45",313080,-0.038,2.666,"In play, out(s)",1182881,539,"X","R",425509,0
"46",313102,-0.116,3.742,"Foul",1182956,252,"S","R",425509,0
"47",313102,0.669,2.325,"In play, out(s)",1182958,254,"X","R",425509,0
"48",313329,0.798,2.073,"In play, out(s)",1183781,432,"X","R",425509,0
"49",313359,-0.432,2.773,"In play, no out",1183881,304,"X","R",425509,1
"50",314445,0.872,1.827,"Swinging Strike",1188021,77,"S","R",425509,0
"51",316604,-0.889,3.875,"Swinging Strike",1196246,411,"S","R",425509,0
"52",321440,0.772,2.94,"Foul",1207393,403,"S","R",425509,0
"53",327552,0.187,2.116,"Foul",1230445,462,"S","R",425509,0
"54",327584,-0.268,3.357,"Foul",1230561,313,"S","R",425509,0
"55",327584,-0.193,3.29,"Foul",1230562,314,"S","R",425509,0
"56",327584,-1.077,1.643,"Foul",1230563,315,"S","R",425509,0
"57",404413,-0.71,1.584,"Swinging Strike",1510769,190,"S","R",425509,0
"58",404413,-1.121,2.188,"Foul",1510770,191,"S","R",425509,0
"59",404413,-1.123,2.131,"Foul",1510771,192,"S","R",425509,0
"60",404413,-1.513,2.138,"Foul",1510773,194,"S","R",425509,0
"61",404413,-0.828,2.321,"Foul",1510775,196,"S","R",425509,0
"62",404413,-0.43,2.579,"Foul",1510777,198,"S","R",425509,0
"63",404413,-0.61,2.646,"Swinging Strike",1510778,199,"S","R",425509,0
"64",404435,-0.343,2.787,"Foul",1510858,317,"S","R",425509,0
"65",404435,-0.829,2.202,"Swinging Strike",1510859,318,"S","R",425509,0
"66",404435,-1.158,1.967,"Swinging Strike",1510860,319,"S","R",425509,0
"67",405415,-0.282,4.154,"Swinging Strike",1514546,35,"S","R",425509,0
"68",406698,-0.468,2.78,"In play, out(s)",1519469,212,"X","R",425509,0
"69",413262,-1.122,2.043,"Swinging Strike",1544526,476,"S","R",425509,0
"70",413262,-0.756,2.731,"In play, out(s)",1544527,477,"X","R",425509,0
"71",415677,-0.444,2.683,"Foul",1553733,525,"S","R",425509,0
"72",415677,-0.868,3.963,"Swinging Strike",1553734,526,"S","R",425509,0
"73",415703,0.095,2.085,"In play, no out",1553831,1012,"X","R",425509,1
"74",415715,0.264,2.1,"In play, no out",1553880,97,"X","R",425509,1
"75",415734,-0.694,3.019,"Foul",1553960,259,"S","R",425509,0
"76",415734,0.39,1.872,"Foul",1553962,261,"S","R",425509,0
"77",415734,-0.234,3.886,"In play, out(s)",1553964,263,"X","R",425509,0
"78",417009,0.583,2.868,"Foul",1558810,376,"S","R",425509,0
"79",417009,-1.007,2.47,"Swinging Strike",1558811,377,"S","R",425509,0
"80",419470,0.608,2.783,"In play, no out",1568272,558,"X","R",425509,1
"81",419506,-0.745,2.306,"Foul",1568425,705,"S","R",425509,0
"82",419506,-0.165,3.252,"Foul",1568426,706,"S","R",425509,0
"83",419506,-0.298,2.707,"Swinging Strike",1568428,708,"S","R",425509,0
"84",421747,-0.53,2.487,"Foul",1577097,398,"S","R",425509,0
"85",423845,0.574,1.641,"In play, out(s)",1585225,215,"X","R",425509,0
"86",426787,-1.036,3.066,"In play, no out",1596636,425,"X","R",425509,1
"87",524654,0.3,3.387,"In play, no out",1970867,457,"X","R",425509,1
"88",524674,0.263,2.356,"In play, out(s)",1970943,587,"X","R",425509,0
"89",528432,-0.073,2.823,"Foul",1985203,202,"S","R",425509,0
"90",529892,-0.556,2.475,"Foul",1990859,696,"S","R",425509,0
"91",529892,0.466,2.091,"Foul",1990860,697,"S","R",425509,0
"92",529892,0.82,2.355,"Foul",1990861,698,"S","R",425509,0
"93",529892,1.414,2.842,"In play, out(s)",1990862,699,"X","R",425509,0
"94",529902,0.893,3.161,"Foul",1990905,57,"S","R",425509,0
"95",529902,1.025,2.294,"In play, no out",1990907,59,"X","R",425509,1
"96",532580,-0.163,3.71,"Foul",2001100,57,"S","R",425509,0
"97",532580,-0.423,3.373,"Foul",2001101,58,"S","R",425509,0
"98",532580,0.04,2.06,"Foul",2001102,59,"S","R",425509,0
"99",532580,0.389,3.495,"In play, no out",2001103,60,"X","R",425509,1
"100",535740,0.209,1.448,"Swinging Strike",2013197,450,"S","R",425509,0
"101",541936,1.109,2.601,"In play, no out",2036738,575,"X","R",425509,1
"102",541965,0.111,1.991,"In play, out(s)",2036860,259,"X","R",425509,0
"103",541979,-0.291,1.508,"Swinging Strike",2036902,696,"S","R",425509,0
"104",541979,0.303,3.044,"In play, out(s)",2036904,698,"X","R",425509,0
"105",543184,0.335,1.696,"Swinging Strike",2041490,193,"S","R",425509,0
"106",547768,0.626,1.899,"Foul",2059057,409,"S","R",425509,0
"107",547768,-0.702,3.03,"Foul",2059060,412,"S","R",425509,0
"108",551330,1.216,2.81,"Swinging Strike",2072742,523,"S","R",425509,0
"109",551365,0.923,3.553,"Swinging Strike",2072879,757,"S","R",425509,0
"110",551365,-0.785,2.456,"Swinging Strike",2072880,758,"S","R",425509,0
"111",551365,0.419,1.515,"Swinging Strike (Blocked)",2072881,759,"S","R",425509,0
"112",551375,0.353,1.972,"Swinging Strike",2072922,222,"S","R",425509,0
"113",551396,0.281,2.736,"Foul",2072994,338,"S","R",425509,0
"114",551396,-0.067,2.782,"Foul",2072997,341,"S","R",425509,0
"115",551396,-0.425,3.292,"Foul",2072998,342,"S","R",425509,0
"116",551396,0.664,2.661,"Foul",2073000,344,"S","R",425509,0
"117",551396,1.227,2.742,"Foul",2073001,345,"S","R",425509,0
"118",551396,-0.392,1.557,"Foul (Runner Going)",2073002,346,"S","R",425509,0
"119",551396,0.413,3.192,"Foul (Runner Going)",2073004,348,"S","R",425509,0
"120",551396,-0.392,1.873,"In play, out(s)",2073005,349,"X","R",425509,0
"121",554910,0.544,1.98,"Swinging Strike",2086380,401,"S","R",425509,0
"122",554910,0.379,1.986,"In play, out(s)",2086382,403,"X","R",425509,0
"123",556960,0.559,2.721,"In play, out(s)",2094197,490,"X","R",425509,0
"124",559645,-0.5,3.123,"Swinging Strike",2104329,407,"S","R",425509,0
"125",559669,0.291,2.799,"Foul",2104417,563,"S","R",425509,0
"126",679578,0.381,2.814,"In play, out(s)",2556782,169,"X","R",425509,0
"127",683634,-0.053,3.172,"Foul",2572594,61,"S","R",425509,0
"128",683634,0.903,1.477,"Swinging Strike",2572595,62,"S","R",425509,0
"129",683634,-0.256,2.222,"In play, out(s)",2572597,64,"X","R",425509,0
"130",688730,0.365,2.906,"In play, out(s)",2592147,254,"X","R",425509,0
"131",692123,-0.384,2.556,"Foul",2604960,239,"S","R",425509,0
"132",692123,-0.123,2.026,"Swinging Strike",2604961,240,"S","R",425509,0
"133",692123,0.421,1.467,"Foul",2604963,242,"S","R",425509,0
"134",692123,0.257,2.781,"Foul",2604964,243,"S","R",425509,0
"135",692160,0.152,2.253,"Swinging Strike",2605132,53,"S","R",425509,0
"136",693918,0.481,3.571,"Foul",2611768,347,"S","R",425509,0
"137",693918,0.857,3.029,"In play, out(s)",2611770,349,"X","R",425509,0
"138",694910,-0.318,3.052,"Swinging Strike",2615505,256,"S","R",425509,0
"139",694910,-0.203,2.698,"In play, out(s)",2615507,258,"X","R",425509,0
"140",694934,0.525,2.161,"Foul",2615614,506,"S","R",425509,0
"141",694934,-0.702,3.014,"Foul",2615616,508,"S","R",425509,0
"142",694934,0.429,1.846,"Foul",2615617,509,"S","R",425509,0
"143",694946,-0.873,2.759,"Foul",2615669,624,"S","R",425509,0
"144",694946,0.855,2.025,"In play, no out",2615670,625,"X","R",425509,1
"145",696422,-1.069,2.148,"Foul",2621275,214,"S","R",425509,0
"146",696422,0.024,1.721,"In play, out(s)",2621276,215,"X","R",425509,0
"147",700305,0.611,1.453,"Swinging Strike",2636015,177,"S","R",425509,0
"148",706471,1.033,1.846,"In play, out(s)",2659337,224,"X","R",425509,0
"149",709663,0.895,2.749,"Foul",2671641,181,"S","R",425509,0
"150",801856,1.331,1.284,"Swinging Strike",3023937,71,"S","R",425509,0
"151",803123,0.938,2.552,"Foul",3028722,621,"S","R",425509,0
"152",803123,1.189,3.223,"In play, out(s)",3028723,622,"X","R",425509,0
"153",804636,0.199,2.362,"Foul",3034715,165,"S","R",425509,0
"154",804650,-0.108,2.834,"Foul",3034775,599,"S","R",425509,0
"155",804650,-0.117,2.631,"In play, out(s)",3034779,603,"X","R",425509,0
"156",809730,-0.226,3.696,"Foul",3054251,402,"S","R",425509,0
"157",810108,1.094,3.246,"Swinging Strike",3055665,494,"S","R",425509,0
"158",811327,0.012,2.233,"In play, out(s)",3060279,408,"X","R",425509,0
"159",816906,0.545,3.007,"Foul",3081045,56,"S","R",425509,0
"160",816906,-0.26,2.851,"In play, out(s)",3081049,60,"X","R",425509,0
"161",816926,-1.226,4.017,"Foul Tip",3081119,529,"S","R",425509,0
"162",816926,-0.942,3.993,"Foul",3081121,531,"S","R",425509,0
"163",816926,-0.396,2.614,"Foul",3081123,533,"S","R",425509,0
"164",816942,-0.995,3.564,"In play, no out",3081192,699,"X","R",425509,1
"165",819514,-0.559,3.973,"Swinging Strike",3091088,611,"S","R",425509,0
"166",819522,1.436,1.892,"Foul",3091124,341,"S","R",425509,0
"167",819522,1.098,1.784,"Swinging Strike",3091126,343,"S","R",425509,0
"168",819559,1.17,1.921,"In play, out(s)",3091294,85,"X","R",425509,0
"169",819569,1.138,1.717,"Foul",3091326,480,"S","R",425509,0
"170",819569,-0.716,3.678,"Foul",3091327,481,"S","R",425509,0
"171",819569,0.463,1.554,"In play, out(s)",3091328,482,"X","R",425509,0
"172",819952,0.218,2.694,"Foul",3092850,306,"S","R",425509,0
"173",821523,-0.063,2.818,"In play, out(s)",3099033,222,"X","R",425509,0
"174",821824,-0.159,2.707,"Foul",3100188,553,"S","R",425509,0
"175",824312,0.14,3.19,"In play, no out",3109774,177,"X","R",425509,1
"176",825778,-0.062,2.681,"In play, no out",3115445,195,"X","R",425509,1
"177",825824,0.331,1.97,"In play, out(s)",3115642,37,"X","R",425509,0
"178",826779,0.415,2.058,"Foul",3119383,183,"S","R",425509,0
"179",826779,-0.462,3.185,"Foul",3119385,185,"S","R",425509,0
"180",826779,0.965,3.48,"Foul",3119386,186,"S","R",425509,0
"181",826818,-0.665,3.281,"Foul",3119514,46,"S","R",425509,0
"182",830438,0.678,2.258,"Swinging Strike",3132621,391,"S","R",425509,0
"183",830438,-0.918,2.637,"Foul",3132623,393,"S","R",425509,0
"184",830438,-0.603,2.592,"In play, out(s)",3132624,394,"X","R",425509,0
"185",832420,0.189,3.151,"In play, out(s)",3139483,612,"X","R",425509,0
"186",832430,0.566,2.072,"Foul",3139522,299,"S","R",425509,0
"187",832430,0.073,2.674,"Swinging Strike",3139523,300,"S","R",425509,0
"188",832430,-0.45,2.022,"In play, out(s)",3139524,301,"X","R",425509,0
"189",833946,0.914,2.61,"In play, out(s)",3144199,224,"X","R",425509,0
"190",833979,-0.456,1.741,"Swinging Strike",3144319,63,"S","R",425509,0
"191",833986,-0.106,2.341,"Swinging Strike",3144347,349,"S","R",425509,0
"192",833986,-0.758,2.308,"In play, out(s)",3144348,350,"X","R",425509,0
"193",833998,-0.118,2.556,"In play, out(s)",3144382,441,"X","R",425509,0
"194",835452,-0.577,2.758,"Foul",3149945,538,"S","R",425509,0
"195",835474,0.522,2.37,"Swinging Strike",3150043,92,"S","R",425509,0
"196",835474,0.648,1.895,"Swinging Strike",3150045,94,"S","R",425509,0
"197",835741,0.478,2.614,"In play, no out",3151055,79,"X","R",425509,1
"198",838272,-1.257,2.734,"Foul",3160831,277,"S","R",425509,0
"199",839411,-0.399,1.949,"In play, out(s)",3165277,328,"X","R",425509,0
"200",846558,-0.327,2.606,"Foul",3186255,245,"S","R",425509,0
"201",848740,-0.027,2.916,"In play, out(s)",3194455,510,"X","R",425509,0
"202",851456,0.897,1.662,"Swinging Strike",3204609,346,"S","R",425509,0
"203",947302,-0.874,2.902,"In play, out(s)",3563693,200,"X","R",425509,0
"204",948770,-1.065,1.668,"Foul",3569303,272,"S","R",425509,0
"205",962686,0.707,1.067,"In play, no out",3623352,106,"X","R",425509,1
"206",963431,-1.168,4.018,"Swinging Strike",3626160,98,"S","R",425509,0
"207",963431,-1.282,2.963,"In play, out(s)",3626162,100,"X","R",425509,0
"208",963449,-0.626,1.451,"Foul",3626238,221,"S","R",425509,0
"209",964499,1.414,2.197,"Swinging Strike",3630168,99,"S","R",425509,0
"210",964499,-0.746,3.008,"In play, out(s)",3630170,101,"X","R",425509,0
"211",964515,0.137,3.427,"Foul",3630210,235,"S","R",425509,0
"212",964515,0.609,1.979,"Swinging Strike",3630212,237,"S","R",425509,0
"213",966600,0.316,2.899,"Foul",3638260,276,"S","R",425509,0
"214",966600,-1.211,3.482,"In play, out(s)",3638264,280,"X","R",425509,0
"215",966623,0.345,1.302,"Swinging Strike (Blocked)",3638332,174,"S","R",425509,0
"216",967806,-0.215,1.867,"In play, out(s)",3642779,444,"X","R",425509,0
"217",967850,0.329,1.46,"In play, out(s)",3642940,578,"X","R",425509,0
"218",971373,-0.063,1.231,"Swinging Strike",3656467,302,"S","R",425509,0
"219",971373,-0.075,1.267,"Foul",3656468,303,"S","R",425509,0
"220",971373,-1.674,2.231,"Swinging Strike",3656469,304,"S","R",425509,0
"221",971399,0.307,1.97,"Foul",3656552,167,"S","R",425509,0
"222",971399,-0.562,3.133,"Foul",3656553,168,"S","R",425509,0
"223",971399,-0.435,3.011,"Foul",3656555,170,"S","R",425509,0
"224",971419,0.063,3.021,"Foul",3656626,471,"S","R",425509,0
"225",971419,0.279,2.317,"Foul",3656627,472,"S","R",425509,0
"226",971419,0.184,2.183,"Foul",3656628,473,"S","R",425509,0
"227",971419,-0.717,3.545,"Foul",3656629,474,"S","R",425509,0
"228",971419,0.526,2.843,"Foul",3656630,475,"S","R",425509,0
"229",971419,-0.011,3.096,"Foul",3656632,477,"S","R",425509,0
"230",971975,0.001,2.038,"Swinging Strike",3658779,362,"S","R",425509,0
"231",971975,-1.015,3.272,"Foul",3658781,364,"S","R",425509,0
"232",971975,0.642,3.334,"In play, out(s)",3658782,365,"X","R",425509,0
"233",971982,-0.059,1.734,"Swinging Strike",3658809,86,"S","R",425509,0
"234",971982,0.346,1.731,"Swinging Strike",3658811,88,"S","R",425509,0
"235",971982,0.456,2.161,"Foul Tip",3658812,89,"S","R",425509,0
"236",971999,-0.055,2.227,"Foul",3658867,210,"S","R",425509,0
"237",971999,0.58,3.844,"Foul Tip",3658871,214,"S","R",425509,0
"238",1081912,0.572,2.535,"Foul",4078745,216,"S","R",425509,0
"239",1081912,1.039,1.773,"In play, out(s)",4078749,220,"X","R",425509,0
"240",1082859,-1.134,2.648,"In play, out(s)",4082283,407,"X","R",425509,0
"241",1085801,1.076,1.524,"Swinging Strike",4093587,495,"S","R",425509,0
"242",1087422,0.313,2.481,"Swinging Strike",4099723,229,"S","R",425509,0
"243",1096067,-0.328,2.574,"In play, out(s)",4132855,588,"X","R",425509,0
"244",1096089,-0.734,2.596,"In play, out(s)",4132926,317,"X","R",425509,0
"245",1096133,-0.126,1.988,"In play, no out",4133092,427,"X","R",425509,1
"246",1097152,-0.66,2.984,"In play, no out",4136996,110,"X","R",425509,1
"247",1097160,-0.471,2.233,"In play, no out",4137028,324,"X","R",425509,1
"248",1097188,0.462,2.006,"Swinging Strike",4137122,445,"S","R",425509,0
"249",1097188,-0.975,2.732,"In play, no out",4137124,447,"X","R",425509,1
"250",1098403,0.104,3.344,"Foul",4141875,155,"S","R",425509,0
"251",1098403,-0.414,2.929,"Foul (Runner Going)",4141876,156,"S","R",425509,0
"252",1098403,1.33,2.632,"Foul (Runner Going)",4141877,157,"S","R",425509,0
"253",1098410,-0.635,2.111,"In play, out(s)",4141908,421,"X","R",425509,0
"254",1098427,0.413,2.511,"In play, out(s)",4141961,277,"X","R",425509,0
"255",1098446,-0.107,2.571,"Swinging Strike",4142030,554,"S","R",425509,0
"256",1098446,1.154,2.895,"Foul",4142031,555,"S","R",425509,0
"257",1098446,0.499,3.208,"Foul",4142033,557,"S","R",425509,0
"258",1098446,-0.276,1.698,"Foul",4142034,558,"S","R",425509,0
"259",1098446,0.837,2,"Swinging Strike",4142035,559,"S","R",425509,0
"260",1101579,0.523,2.87,"Foul",4154211,97,"S","R",425509,0
"261",1101579,-0.23,2.861,"Foul",4154213,99,"S","R",425509,0
"262",1101579,0.52,3.17,"Foul",4154215,101,"S","R",425509,0
"263",1101586,1.128,2.285,"In play, out(s)",4154234,370,"X","R",425509,0
"264",1101605,0.702,3.03,"In play, out(s)",4154302,228,"X","R",425509,0
"265",1103264,-0.268,1.795,"Foul",4160768,87,"S","R",425509,0
"266",1103264,-0.072,1.708,"Foul",4160769,88,"S","R",425509,0
"267",1103264,1.135,2.588,"In play, out(s)",4160770,89,"X","R",425509,0
"268",1104437,0.165,1.13,"Swinging Strike",4165298,367,"S","R",425509,0
"269",1104456,0.611,1.385,"Swinging Strike",4165368,247,"S","R",425509,0
"270",1104492,-0.135,2.702,"Foul",4165493,510,"S","R",425509,0
"271",1104492,-0.125,2.686,"In play, out(s)",4165494,511,"X","R",425509,0
"272",1104956,-0.862,2.252,"Foul",4167316,81,"S","R",425509,0
"273",1104956,-0.287,1.72,"In play, out(s)",4167318,83,"X","R",425509,0
"274",1104963,0.429,2.254,"Foul",4167342,319,"S","R",425509,0
"275",1104963,-0.679,3.198,"In play, no out",4167346,324,"X","R",425509,1
"276",1104999,-0.821,3.045,"In play, out(s)",4167465,457,"X","R",425509,0
"277",1106629,-0.385,2.166,"Foul",4173586,97,"S","R",425509,0
"278",1106629,0.301,1.62,"Swinging Strike",4173588,99,"S","R",425509,0
"279",1106636,-0.356,3.154,"In play, no out",4173616,403,"X","R",425509,1
"280",1106659,-0.664,2.026,"Foul",4173688,235,"S","R",425509,0
"281",1106659,0.487,1.738,"Swinging Strike",4173690,239,"S","R",425509,0
"282",1106675,0.168,2.771,"Foul",4173743,523,"S","R",425509,0
"283",1106675,-0.996,2.872,"In play, out(s)",4173745,525,"X","R",425509,0
"284",1107456,0.552,2.167,"Foul",4176752,427,"S","R",425509,0
"285",1107456,0.846,1.683,"Foul",4176754,429,"S","R",425509,0
"286",1107456,0.719,1.83,"Foul",4176756,431,"S","R",425509,0
"287",1107456,0.474,2.374,"Foul",4176757,432,"S","R",425509,0
"288",1107456,0.652,3.191,"Foul",4176758,433,"S","R",425509,0
"289",1108650,0.93,3.105,"Foul",4181366,397,"S","R",425509,0
"290",1108650,0.353,3.077,"In play, no out",4181367,398,"X","R",425509,1
"291",1108677,0.569,2.339,"In play, out(s)",4181465,127,"X","R",425509,0
"292",1108688,0.344,2.258,"In play, out(s)",4181502,545,"X","R",425509,0
"293",1109250,0.653,2.375,"In play, out(s)",4183642,90,"X","R",425509,0
"294",1109258,-0.729,1.386,"Swinging Strike",4183673,394,"S","R",425509,0
"295",1109272,0.315,2.205,"Foul",4183733,259,"S","R",425509,0
"296",1109272,-0.854,3.51,"In play, out(s)",4183734,260,"X","R",425509,0
"297",1109294,1.069,2.678,"Foul",4183808,516,"S","R",425509,0
"298",1109710,1.007,2.922,"Swinging Strike",4185341,79,"S","R",425509,0
"299",1109710,0.676,3.21,"Foul",4185342,80,"S","R",425509,0
"300",1109710,0.41,1.862,"Foul Tip",4185344,82,"S","R",425509,0
"301",1109718,0.868,3.222,"Swinging Strike",4185371,353,"S","R",425509,0
"302",1109718,0.25,2.21,"Swinging Strike",4185372,354,"S","R",425509,0
"303",1109718,-0.205,1.935,"Swinging Strike",4185374,356,"S","R",425509,0
"304",1109732,0.952,2.273,"Foul",4185416,194,"S","R",425509,0
"305",1109732,-0.149,1.868,"Foul",4185417,195,"S","R",425509,0
"306",1109732,-0.254,1.97,"Foul (Runner Going)",4185421,199,"S","R",425509,0
"307",1109732,1.413,2.254,"Foul (Runner Going)",4185422,200,"S","R",425509,0
"308",1109732,0.301,2.154,"In play, out(s)",4185423,201,"X","R",425509,0
"309",1109752,1.313,3.026,"Foul",4185494,520,"S","R",425509,0
"310",1109752,0.327,3.753,"Swinging Strike",4185496,522,"S","R",425509,0
"311",1183890,0.535,2.176,"Swinging Strike",4468315,420,"S","R",425509,0
"312",1183898,-0.022,1.984,"In play, out(s)",4468351,566,"X","R",425509,0
"313",1193518,0.574,2.293,"In play, out(s)",4505111,229,"X","R",425509,0
"314",1219294,-0.602,3.093,"Foul",4604523,442,"S","R",425509,0
"315",1219326,0.178,1.636,"Foul",4604661,297,"S","R",425509,0
"316",1220361,-0.403,2.409,"In play, out(s)",4608722,506,"X","R",425509,0
"317",1223318,0.48,1.02,"Swinging Strike (Blocked)",4619919,199,"S","R",425509,0
"318",1223326,0.31,2.72,"In play, out(s)",4619943,440,"X","R",425509,0
"319",1233903,-0.167,2.177,"In play, out(s)",4661017,130,"X","R",425509,0
"320",1236875,-0.394,2.641,"Foul",4672344,80,"S","R",425509,0
"321",1236875,0.075,1.834,"In play, no out",4672345,81,"X","R",425509,1
"322",1238146,0.084,1.553,"Foul",4677286,394,"S","R",425509,0
"323",1238146,0.381,2.345,"Swinging Strike",4677288,396,"S","R",425509,0
"324",1238415,0.155,2.718,"Foul",4678384,404,"S","R",425509,0
"325",1238415,-0.018,1.891,"In play, out(s)",4678385,405,"X","R",425509,0
"326",1238419,1.045,2.479,"Swinging Strike",4678401,564,"S","R",425509,0
"327",1238419,1.117,2.441,"Foul",4678404,567,"S","R",425509,0
"328",1238419,0.182,1.221,"Foul",4678405,568,"S","R",425509,0
"329",1238419,-0.636,3.018,"In play, out(s)",4678406,569,"X","R",425509,0
"330",1238449,-1.361,1.886,"Swinging Strike",4678532,298,"S","R",425509,0
"331",1238449,-0.934,2.451,"In play, out(s)",4678533,299,"X","R",425509,0
"332",1238499,0.003,2.516,"In play, out(s)",4678722,532,"X","R",425509,0
"333",124533,0.797,2.676,"Foul",468302,75,"S","R",425509,0
"334",124533,0.335,2.185,"Foul",468305,78,"S","R",425509,0
"335",124541,-0.447,3.487,"Foul Tip",468328,809,"S","R",425509,0
"336",133326,-0.845,1.475,"Swinging Strike",501540,94,"S","R",425509,0
"337",133326,0.782,2.48,"Foul",501541,95,"S","R",425509,0
"338",133326,-0.65,2.852,"Foul",501542,96,"S","R",425509,0
"339",133326,1.218,2.681,"In play, out(s)",501543,97,"X","R",425509,0
"340",133346,0.071,2.596,"Swinging Strike",501612,528,"S","R",425509,0
"341",133346,-0.169,3.683,"Swinging Strike",501614,530,"S","R",425509,0
"342",133346,0.011,3.045,"Foul",501615,531,"S","R",425509,0
"343",133346,0.341,2.313,"In play, out(s)",501616,532,"X","R",425509,0
"344",136329,0.234,2.3,"In play, no out",512895,251,"X","R",425509,1
"345",138949,0.524,3.02,"In play, no out",522669,366,"X","R",425509,1
"346",143875,-0.527,3.032,"Foul",541339,339,"S","R",425509,0
"347",198538,-0.701,2.073,"Foul",748443,365,"S","R",425509,0
"348",198538,-1.135,2.88,"In play, out(s)",748444,366,"X","R",425509,0
"349",198542,-0.25,2.869,"Foul",748457,107,"S","R",425509,0
"350",198542,-1.412,2.441,"Foul",748458,108,"S","R",425509,0
"351",198542,0.559,1.664,"Foul",748459,109,"S","R",425509,0
"352",198542,0.497,2.848,"In play, out(s)",748460,110,"X","R",425509,0
"353",198580,1.42,1.218,"Swinging Strike",748608,223,"S","R",425509,0
"354",198587,0.124,1.855,"Swinging Strike",748630,500,"S","R",425509,0
"355",198587,0.548,2.914,"Foul",748632,502,"S","R",425509,0
"356",198587,0.337,1.789,"Foul",748634,504,"S","R",425509,0
"357",198926,0.535,2.98,"In play, out(s)",749950,35,"X","R",425509,0
"358",198946,-0.526,2.003,"Swinging Strike",750024,330,"S","R",425509,0
"359",198946,-0.199,1.631,"Foul",750025,331,"S","R",425509,0
"360",198946,0.131,2.834,"In play, out(s)",750028,334,"X","R",425509,0
"361",198957,-0.708,1.341,"Swinging Strike",750061,178,"S","R",425509,0
"362",198964,-0.242,2.914,"Foul",750088,503,"S","R",425509,0
"363",198964,0.936,1.477,"In play, out(s)",750090,505,"X","R",425509,0
"364",200474,-0.64,2.977,"In play, out(s)",755714,102,"X","R",425509,0
"365",200509,-0.056,1.972,"Foul",755818,520,"S","R",425509,0
"366",200509,-1.043,3.149,"Foul",755820,522,"S","R",425509,0
"367",200509,-0.2,2.326,"Foul",755822,524,"S","R",425509,0
"368",200509,0.78,2.702,"In play, out(s)",755824,526,"X","R",425509,0
"369",200527,0.179,3.178,"Foul",755886,691,"S","R",425509,0
